Year,SeriesID,SeriesDescription,Unnamed: 3,GeoAreaCode,GeoAreaName,TimePeriod,Source,FootNote,Nature,Units,Reporting Type,ISOalpha3,Type,SeriesCode,Value
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,440,Lithuania,2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LTU,Country,BX_TRF_PWKR,2.383917355
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,440,Lithuania,2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LTU,Country,BX_TRF_PWKR,1.398093805
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1967,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1967,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1968,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1968,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1969,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1969,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,3.49956853
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,3.400826525
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,3.317441999
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,3.258473897
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.976283923
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.73180108
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.698473374
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,3.515934537
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,3.536805662
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,3.366067521
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,3.156831326
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,3.01704713
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.871195457
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.835324942
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,3.089784565
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.972935518
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.938576865
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.873710565
2013,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2013,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.947897922
2014,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2014,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.747782194
2015,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2015,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.789845325
2016,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2016,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.798368733
2017,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2017,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.91005301
2018,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2018,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.944825704
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.908100219
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,442,Luxembourg,2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LUX,Country,BX_TRF_PWKR,2.915178617
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1967,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1967,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1968,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1968,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1969,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1969,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.632418855
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.578919731
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.501114453
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.437090676
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.372896087
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.294935941
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.245393086
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.224117055
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.16590094
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.131066512
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.108607497
2013,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2013,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.094417097
