Year,SeriesID,SeriesDescription,,GeoAreaCode,GeoAreaName,TimePeriod,Source,FootNote,Nature,Units,Reporting Type,ISOalpha3,Type,SeriesCode,Value
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,17,Middle Africa (M49),2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.119418459
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,17,Middle Africa (M49),2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.6034566
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,17,Middle Africa (M49),2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.463226993
2013,1753,"Personal remittances, received,  as a proportion of GDP (%)",,17,Middle Africa (M49),2013,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.507056227
2014,1753,"Personal remittances, received,  as a proportion of GDP (%)",,17,Middle Africa (M49),2014,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.400122741
2015,1753,"Personal remittances, received,  as a proportion of GDP (%)",,17,Middle Africa (M49),2015,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.623115255
2016,1753,"Personal remittances, received,  as a proportion of GDP (%)",,17,Middle Africa (M49),2016,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.414256852
2017,1753,"Personal remittances, received,  as a proportion of GDP (%)",,17,Middle Africa (M49),2017,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.606887229
2018,1753,"Personal remittances, received,  as a proportion of GDP (%)",,17,Middle Africa (M49),2018,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.944460365
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,17,Middle Africa (M49),2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.111594675
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,17,Middle Africa (M49),2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.835276553
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1967,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1967,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1968,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1968,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1969,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1969,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.08361204
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.075629219
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.078999755
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.054200049
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.080762372
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.535737871
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.636265528
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.660696807
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.610972756
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.572503375
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.521024173
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.562003345
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.224954821
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.190561317
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.176056026
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.148596797
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.068360449
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.233177634
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.079632986
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.091425816
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.086869222
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.0225622
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.012923781
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.835665487
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.850978215
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.721794099
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.65165126
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.656739562
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.618724582
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.57431045
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.540412259
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.518881123
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.519403145
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.494324839
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.461200815
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.464333635
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.465236587
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.456277534
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.443020945
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.450252188
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.407337036
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.399295175
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.389153392
2013,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2013,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.370013318
2014,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2014,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.367429064
2015,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2015,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.36201151
2016,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2016,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.393584591
2017,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2017,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.396827647
2018,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2018,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.391887619
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.395723866
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,18,Southern Africa (M49),2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.407003464
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1967,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1967,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1968,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1968,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1969,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1969,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.036241908
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.037139994
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.041429652
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.057959636
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.05907059
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.05409961
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.053371947
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.054209129
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.053974704
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.076305378
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.084304883
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.08447411
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.0887346
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.098798074
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.111660699
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.132129609
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.128815595
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.147412168
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.155460462
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.14735669
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.14583606
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.156065257
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.182659218
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.188492549
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.217377537
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.242469384
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.292037528
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.311501107
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.323638178
