Year,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Source,FootNote,Age,Nature,Sex,Units,Reporting Type,Type,ISOalpha3,SeriesCode,series,Value
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",417,Kyrgyz Republic,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,KGZ,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",417,Kyrgyz Republic,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,KGZ,FB_BNK_ACCSS,ts_account_urban,45.42527
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",418,Lao PDR,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LAO,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",418,Lao PDR,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LAO,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",418,Lao PDR,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LAO,FB_BNK_ACCSS,ts_account_urban,68.84255
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",428,Latvia,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LVA,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",428,Latvia,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LVA,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",428,Latvia,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LVA,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",428,Latvia,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LVA,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",422,Lebanon,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LBN,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",422,Lebanon,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LBN,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",422,Lebanon,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LBN,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",422,Lebanon,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LBN,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",426,Lesotho,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LSO,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",426,Lesotho,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LSO,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",430,Liberia,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LBR,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",430,Liberia,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LBR,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",430,Liberia,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LBR,FB_BNK_ACCSS,ts_account_urban,64.33031
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",434,Libya,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LBY,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",440,Lithuania,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LTU,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",440,Lithuania,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LTU,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",440,Lithuania,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LTU,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",440,Lithuania,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LTU,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",442,Luxembourg,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LUX,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",442,Luxembourg,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LUX,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",442,Luxembourg,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,LUX,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",450,Madagascar,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MDG,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",450,Madagascar,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MDG,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",450,Madagascar,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MDG,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",454,Malawi,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MWI,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",454,Malawi,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MWI,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",454,Malawi,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MWI,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",454,Malawi,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MWI,FB_BNK_ACCSS,ts_account_urban,51.32341
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",458,Malaysia,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MYS,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",458,Malaysia,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MYS,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",458,Malaysia,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MYS,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",458,Malaysia,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MYS,FB_BNK_ACCSS,ts_account_urban,88.45815
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",462,Maldives,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MDV,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",466,Mali,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MLI,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",466,Mali,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MLI,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",466,Mali,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MLI,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",466,Mali,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MLI,FB_BNK_ACCSS,ts_account_urban,50.76888
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",470,Malta,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MLT,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",470,Malta,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MLT,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",470,Malta,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MLT,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",470,Malta,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MLT,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",478,Mauritania,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MRT,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",478,Mauritania,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MRT,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",478,Mauritania,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MRT,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",480,Mauritius,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MUS,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",480,Mauritius,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MUS,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",480,Mauritius,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MUS,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",480,Mauritius,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MUS,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",484,Mexico,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MEX,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",484,Mexico,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MEX,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",484,Mexico,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MEX,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",498,Moldova,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MDA,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",498,Moldova,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MDA,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",498,Moldova,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MDA,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",498,Moldova,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MDA,FB_BNK_ACCSS,ts_account_urban,71.49986
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",496,Mongolia,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MNG,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",496,Mongolia,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MNG,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",496,Mongolia,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MNG,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",496,Mongolia,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MNG,FB_BNK_ACCSS,ts_account_urban,98.64066
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",499,Montenegro,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MNE,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",499,Montenegro,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MNE,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",499,Montenegro,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MNE,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",504,Morocco,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MAR,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",504,Morocco,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MAR,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",508,Mozambique,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MOZ,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",508,Mozambique,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MOZ,FB_BNK_ACCSS,ts_account_urban,53.25393
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",104,Myanmar,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MMR,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",104,Myanmar,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MMR,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",104,Myanmar,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,MMR,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",516,Namibia,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NAM,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",516,Namibia,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NAM,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",516,Namibia,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NAM,FB_BNK_ACCSS,ts_account_urban,82.48808
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",524,Nepal,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NPL,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",524,Nepal,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NPL,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",524,Nepal,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NPL,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",524,Nepal,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NPL,FB_BNK_ACCSS,ts_account_urban,61.52084
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",528,Netherlands,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NLD,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",528,Netherlands,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NLD,FB_BNK_ACCSS,ts_account_urban,
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",528,Netherlands,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NLD,FB_BNK_ACCSS,ts_account_urban,
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",528,Netherlands,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NLD,FB_BNK_ACCSS,ts_account_urban,
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",554,New Zealand,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NZL,FB_BNK_ACCSS,ts_account_urban,
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",554,New Zealand,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,NZL,FB_BNK_ACCSS,ts_account_urban,
